HM1: Division,Comment
Community Care Division,"The HR department in our organization is not doing enough to address serious concerns regarding staff members who continually put patient care at risk.  While we are often reminded to follow existing policies, this approach fails to tackle the root issues at hand.  The HR team's excessive risk aversion limits their ability to effectively manage these critical situations, leaving employees frustrated and patients vulnerable.  It's essential that HR takes a more proactive stance to ensure a safe and supportive environment for both staff and patients."
Community Care Division,The internationally recruited nurses in the community care are rarely given opportunity to progress.  When applying for jobs you get feedbacks that you don't have experience but you have answered all questions well.  Some places even failed to send you feedback on an interview you did.
Community Care Division,"The job I do is non patient facing.  The actual work is fine, however I do really feel staff are not listened to.  There is little opportunity for career development."
Community Care Division,"The lack of support, the lack of insight into/understanding of team needs and the very poor communication from senior management team (8a/8b/8c and higher) is just appalling, disheartening and demoralising.  The core values of Mersey Care have been severely lacking in the past year by our senior management team."
Community Care Division,"The leadership team is in disarray, therefore the team comes across as dysfunctional.  No one knows who does what role and people are reluctant do undertake tasks or roles that were previously the responsibility of staff in 'higher' bands..  The team is also incredibly hierarchal..  Some experienced staff do not like being questioned and very defensive about being asked questions, rather than understanding that questions are not criticism, questions are a quest for understanding and learning."
Community Care Division,The main cause for concern is the work load and unrealistic expectations in district nursing. I spend many hours completing my paperwork from home instead of spending time doing homework or spending time with my child.  The work load has caused many arguments in my personal.  Life with my partner as he feels I'm always working and never present.
Community Care Division,"The main issues at present is low pay for the responsibility held, skill level used, and qualifications obtained."
Community Care Division,The morale of the team is so low because of band 8a.  They disregard people's needs and holds grudges.
Community Care Division,"The NHS as a whole is in crisis, as we are all very much aware.  After 30 plus years as a registered nurse I have seen my role and responsibilities increase dramatically from that for which I was trained, and without the motivating financial reward.  Commissioning means trusts are ""chasing pots of gold"" and spreading staff across services resulting in increased workloads and reductions in ability to provide outstanding care.  If a service costs for example £50, it can not be implemented for £20, and this is happening everywhere.  If it cant be done properly then we need to be allowed to do what we can do, to a high standard.  Sounds simple, because it kind of is?  .  Stop saying yes and learn to say No?"
Community Care Division,"The only concern I have is that the trust has a uniform policy that is outdated.  We work with children who are in care and live with foster carers, family members or residential settings.  A lot of the children struggle with being in care and having nurses visiting them in uniform immediately draws attention to them that they don't want.  Some children specifically ask for us not to wear a uniform so we don't stand out when we are visiting the home but the trust is not listening to these children and ordering us to wear a uniform.  I bring this up every year and despite the voice of the child and you said we did campaigns this is not being listened to, we are happy to wear the uniform when required but we want to build meaningful relationships with the children and young people but this is difficult when we are seen to be not listening to their wishes."
Community Care Division,The only time I feel drained in my job is when I work with another team 3 months a year.  I love the job but travel to work 9 hours driving in 3 days.  But I understand this is part of my job and it is only 3 months out of the year.
Community Care Division,"The organisation appears to be pre-occupied with administration and governance as opposed to direct patient care.  Despite highlighting unsafe practices on a number of occasions, including via the Radar system, the organisation and in particular the department persists in continuing with initiatives and projects that are detrimental to patients and staff.  Staff are not supported clinically in an effective way to deliver these initiatives and this puts patients in direct danger."
Community Care Division,The organisation focuses too much on 'business' rather than patient care.  There are inequalities in the organisation between divisions and overtime/additional staffing approval and this is not consistent across services.  I feel the size of the organisation has an impact on staff experience and staff feeling valued.  The trust continue to take on additional responsibilities when we are unable to safely staff the existing services.
Community Care Division,The organisation has expanded greatly and the changes come in on a frequent basis making it hard to keep up with all the changes.  Service specs change and the information we get about them is limited until it can be seen that we are not meeting KPI's.  There are an increasing number of managers and line management changes regularly which does not give any continuity.  In this rapidly changing occupational climate it's not the nicest place to work.
Community Care Division,The organisation has removed admin and not replaced it appropriately.  Trained nurses are expected to under take admin duties which is not a good resource of their time.
Community Care Division,"The organisation is now too big, corporate functions including HR are not resourced to support clinical services fully and corporate functions lie with clinical managers who don't always have that skill set amongst everything they need to do.  Plus some corporate functions are still unknown to clinical operational services plus there is at times a cost attached to clinical services for these functions when teams are not always fully established or demand outweighs capacity in a lot of clinical services."
Community Care Division,"The organisation makes too many changes such as formularies, policies, procedures etc.  It is hard to learn what you need to do and then learn again just as you have got used to something.  Some changes do not make sense or work, for example taking off very effective dressings away from the formulary and replacing them with another dressing which is very cheap and does not work.  Training opportunities are lacking, not enough on or get cancelled.  Also some are too far and staff unable to get there due to short staffing.  5-8 working new to district nursing is not working as it should.  In the teams there are very few people that can cover this and it is putting strain on the ones that are doing these shift patterns.  Many of us are working from home after shifts or on days off as the workload is too much.  We are told that we should be able to complete this in the shift but there is no way due to capacity.  Job roles are not desirable such as band 6 district nursing role, too much pressure, lack of support etc.  Staffing levels are poor, certain teams are struggling more than others and the other teams are pulled to support, ongoing issue which never seems to be getting better.  Skill mixes within teams also poor, again putting pressure on people.  Some staff have been treated poorly by the organisation such as not keeping their promise regarding permanent jobs following secondment.  Being told to move to other teams as job not available in their own team.  Some staff not having support from the organisation following incidents such as bullying allegations etc.  Some staff have received more support than other people due to lack of competency/skills and they continue to work in the trust and still not up to scratch many months/years later.  The trust is not doing enough to appropriately deal with situations like this."
Community Care Division,"The organisation needs to identify and offer in-house training and a clear career progression for it's admin staff.  The general feeling amongst my colleagues is that although individual clinical staff do value our role and the support we provide to enable THEM to be more effective, the organisation needs to focus more on the development of quality admin staff to attract more young people into the role.  The cohort is currently split between older staff who are very experienced but close to retirement age and young staff who have fallen into the role without quality foundational training and procedural rigour prior to recruitment.  A ""grow your own"" approach with admin staff would greatly benefit the organisation and the wider NHS."
Community Care Division,"The organisation seems to have a priority of acquiring new services and expanding its foothold on services without due care in how to improve the services they currently have or the effect it has on the staff.  Staff seem bottom of the list on priorities for a number of years with executives unaware of how their decisions affect frontline staff.  Mersey doesn't care is a byword for how staff have to referred to the organisation for many years and known by staff from other trusts.  I have worked for the trust before foundation trust status and left due to the poor communication from managers and executives who also did not take staff concerns seriously, I returned due to limited opportunities in my chosen field without moving out of area.  Whilst I have seen improvements in staff opportunities to advance their careers with apprenticeships, poor senior leadership, poor recruitment, staff shortages and unrealistic expectations are putting staff and service users at risk."
Community Care Division,The progression opportunities within the trust Psychology professions without core professions are very limited as is the access to external training.  It would be great if the trust implemented more apprenticeship opportunities to widen access to the psychology professions which are so sought after within teams and there appears to be a consistent shortage.
Community Care Division,"The restructuring of the SLT band 8a and above has had a detrimental effect on the workings of the team.  We have less band 8a time and the duties they performed have filtered down to the band 7s.  There is no appreciation of this from SLT and there is an underlying atmosphere that the Band 7s are not working hard enough; we are told repeatedly that our diaries are being scrutinised and monitored.  I took an instance of incivility from a member of the team to both the band 8a and 8b and no action has been taken, resulting in me feeling unsafe in work.  It was suggested to me, by my band 8a, to request carers leave to take my child for surgery.  After the request was made, I was told I would be able to take 4 hours and have to work the other 4 hours back as TOIL - something that I struggle to do.  If I knew this was the case I would've asked to change my NWD.  This does not make me feel valued by the organisation."
Community Care Division,The senior leadership teams need to better role model flexible working as it still seems to be frowned upon.  Senior leaders need to reduce the amount of time spent at V7 and get out into services on a weekly basis.
Community Care Division,The service is poorly run and staff concerns are not addressed effectively.  Burn out is normalised and staff expected to just put up with it as they are told that that is how the role is.  Senior management do not care about staff wellbeing and repeatedly make decisions about service changes that put further strain on staff wellbeing without even consulting them.  Changes to the service are being made frequently which confuses staff and mean that there is never any consistency as to what we are meant to do.  Staff are expected to work beyond their remit and their training and beyond the limits of their accreditation.  Staff are told that they should work outside of their remit and essentially not record it on the system so that the service can still maintain accreditation.  Staff morale is very low and burn out is very high and the service is doing nothing about it because they care more about the targets than the staff who are burning themselves out trying to reach them.
Community Care Division,"The service no longer is no longer a joy to work in.  It's no longer about people, it's about numbers and statistics.  Too much is expected of us in terms of information gathering and responsibility, this takes over doing the actual job.  I feel like a case manager and not a therapist.  We do make a difference to people's lives but unless their outcome measures show certain numbers then it doesn't count!  I came into the profession to help people, now I consistently feeling that I am just managing risk and seeing people that are our service is not suitable for.  Yet we are still expected to get results!"
Community Care Division,The sickness/absence policy is too lenient.  We have staff who repeatedly are on long term sick leave and remain in work.  When these staff are in leadership posts and several are off at a time it is difficult to function effectively.
Community Care Division,"The support and encouragement from my manager is second to none, not only to myself, but my work colleagues also.  Unfortunately, I feel that the same cannot be said about the trust.  In my opinion, they are so focussed on the business and financial side of things, that the staff are often left misguided, misinformed (or without information) and appear to be wanting to take on the world."
Community Care Division,"The team I work for are lovely and support each other well.  However with recent changes, requested administrative tasks make you repeat your work in several different formats, leading to unnecessary and excessive work loads and it is ineffective use of practitioners time.  Our team managers are also lovely and very supportive.  Whilst the trust advocate being able to report issues upwards, often it feels very much like a top-down process, in which changes occur in our service decided by management who aren't part of our team and with no discussion on the matter first.  When we report concerns around any of these changes, our service managers take this seriously but we get the sense that not much changes when raised higher."
Community Care Division,"The team I work is excellent - full of dedicated professionals and extremely supportive of one another.  The Trust, however, less so, with the impression that we need to 'tick boxes' over and above providing patient care.  The Trust aim of ""perfect care"" sets us up to fail - we are expected to deliver perfection, despite imperfect circumstances and situations.  The question regarding accessibility to healthy, nutritious food appears to be essentially asking us if we can prepare a healthy, nutritious packed lunch.  At our current work site we DO NOT have any access to healthy, nutritious food on site, unless we prepare it ourselves and bring it with us."
Community Care Division,The trust just doesn't seem to care about employees.
Community Care Division,The Trust needs to improve its culture and improve speaking up regarding current and previous complaints.
Community Care Division,The uncertainty of not knowing if the service will be recommissioned for 2025 is very frustrating and damaging to staff wellbeing and morale.  We provide a high class service to our patients and are passionate about the service and intervention we provide and this should be recognised with basic communication from commissioners regarding the service moving forwards.  Not only staff but patients are very anxious regarding this.
Community Care Division,"The wider trust seems to have lots of process issues.  For example being told a department cannot do something despite there being instructions on how to do it on the department's own website.  There does not seem to be considerations for parents of young children, or parents whose children have additional complex needs, in regards to carers leave or ad hoc flexible working.  There seems to be an increase in duplications of recording, and unnecessary processes, in comparison to a few years ago."
Community Care Division,There are a lot of things within the Trust that need addressing.
Community Care Division,"There are to many process and people involved in simple decision making in order to develop practice; this can be frustrating having to have multiple presentations/conversations outside of the agreed governance process to satisfy a senior colleagues need to be involved.  A governance process is clear and explained, and then there are 2 to 3 more that are introduced along the process with an insinuation a 'process' hasn't been followed.  This is demoralising for teams.  Alongside this Roles and responsibilities are not clear, as above you think you have went to the correct channels and people for approval/consultation and then a new role is introduced and/or the person in a role feels like they should have been involved and the process starts again."
Community Care Division,"There are too many layers of management.  There is an encouraged culture of bullying from managers.  I have had my hours cut by the management.  I feel so poor working for Mersey Care.  I use all my annual leave for medical appointments and sometimes my manager will not let me attend my medical appointments due to ""service needs"".  I have to request that my manager will let me go to the toilet, which is humiliating.  I had severe [condition removed] and requested to go home, I was told ""get your [obscenity's removed] back to work"".  The toxic environment between staff and management is insufferable.  Management just constantly boast about exotic holidays, what fancy car they are getting, while the staff at the bottom are lucky to have food and heating.  Mersey Care policies are only there to protect the Managers and make life awful for other staff.  Working for Mersey Care has had a negative impact on my physical and mental health."
Community Care Division,There does not appear to be any opportunities for progression or flexible working when you are in a small team.  It is a constant top down approach with little or no consultation.
Community Care Division,"There have been many occasions where we have been extremely short staffed and under pressure due to staff sickness/leave, I often feel like we are not supported by the organisation at all during such occasions and staff have been left feeling stressed out and exhausted."
Community Care Division,"There is a different between my experience of my team and service that I work in compared to the trust as an organisation.  I have found the trust to be largely unhelpful, defensive in practice, far removed from patient care, wellbeing and also staff wellbeing, poor approach to toil (encouraging staff to work unpaid hours) poor system development, poor management systems, poor escalation process, processes across services.  My sense is that the trust cannot cope with the size of itself and has become process for the sake of process at times, without clear rationale or consultation.  I have never heard that we can't do things or have to do things because that's just the way trust does it so much in another trust I've worked in.  I've worked in other trusts in my career and this is by far the worst."
Community Care Division,"There is a discrepancy between the approach taken between physical and mental health in culture.  There appears to be persistent behaviours from Liverpool Community Health that are embedded and affecting community health.  As such, the lauded Restorative and Just Learning Culture is not embedded if you don't fit the dominant culture."
Community Care Division,There is a feeling from staff that senior leadership team do not fully respect AHP roles and the differences in ways of working from nursing teams.  There is a lack of staff engagement with changes driven top down without getting staff on board or listening to staff suggestions.  At times it feels like a blame culture - over scrutiny of caseloads and numbers rather than caring about quality of care or what staff are doing on visits/the complexity - numbers over quality.  No regard for complexity or lack of pathways and processes between teams to be more efficient in working.  Little feedback or appreciation shown towards therapy staff from the SLT within urgent care.  Immediate team and managers very supportive and care about quality of care and patient outcomes.
Community Care Division,"There is a serious issue with retention within the trust, especially of senior and experienced nurses'.  We are employing more junior staff without the necessary qualifications and support.  Management is very 'reactive'.  There is covert bullying - lots of micro aggressions.  Some HR employment policies are concerning - verbal feedback after interviews suggesting 'your sickness is awful'.  Suggestion that staff will be demoted if failing courses.  The job itself is lovely and the patient contact is great.  The managers and the trust are not."
Community Care Division,There is currently lots of changes happening in the service I work.  This is exciting and should be a positive experience however the way in which these changes are managed and implemented leave staff feeling vulnerable and unsafe in practice.  The changes are often presented as they happen as in the day of or days before the change with minimal or vague information provided.  Change is often delivered via email and with a flow chart presented to follow.  Often no support or additional training is provided or access to relevant systems to enable to complete the new tasks expected.  The changes that are currently happening involve staff linking in with other services or working in new services with differing systems.  This has left staff feeling frustrate and inadequate.
Community Care Division,There is currently no way for me to progress through the NHS in this role (Current band [number and Job title removed]).  Opportunities for career progression would be great as would enable me to stay within my service or the NHS and also provide the opportunity to enhance the service I currently provide to patients.
Community Care Division,"There is no follow through - staff members on stage 3 - no resolution and the staff remain causing undue pressure on teams.  Whilst we all want to be supported and support staff, the fact that HR policies aren't followed through to the end, leaves managers frustrated, with high levels of long term and short term sickness, that places a significant strain on teams/services.  HR should follow their own policies and listen to the managers of that service."
Community Care Division,"There is too much bureaucracy in the organisation that stifles innovation and meaningful change.  And not nearly enough empowered decision-making closer to clinical services.  As a senior clinical leader I really value my working relationships with operational colleagues but there really are too many layers of operational management.  Clinicians are tightly regulated however we have great disparity in how clinical staff and operational/strategic staff are held accountable.  It's hard to avoid poorly accountable ops colleagues who often don't feel empowered or are ill-equipped to make decisions.  There seems much more tendency towards a Command and Control as opposed to empowering devolved, accountable, decision making to colleagues where the information is at ground level.  Part of my own role is to ensure clinical governance is appropriate in the services I lead.  As an organisation I think we struggle to embed lessons learned from COVID where we were far more pragmatic.  We seem now to have extended past the point of optimal governance, which now hinders processes and makes change too arduous and complex to be useful.  We are constantly fed 'near miss' examples to make us vigilant but the same context is not applied on the flip side to great practice which seems to be celebrated, but not applied and embedded.  This makes us risk averse but indirectly 'quality averse' too.  Motivated and innovative staff in clinics that I lead are now preferring to 'simply turn up to work' as it's just too hard to make any meaningful change.  I should qualify this by saying these are not staff simply ground down by workload; work is tough, but it is the often 'off-target' and poorly supportive infrastructure around that grinds them down."
Community Care Division,There is unrealistic expectations for the number of staff in comparison to the volume of work.  Within the organisation there is not a fair number of staff from one region to another when number of referrals to number of staff is compared.  This has been raised and nothing has changed.
Community Care Division,"There needs to be parity in development and career progression opportunities for AHPs, it does not exist at this time.  We are not a staff led organisation but a nurse led organisation and this is not in any way derogatory towards nurses, they are the backbone of the organisation, but AHPs deserve an equal opportunity at being the frontrunners and work shoulder to shoulder with nurses."
Community Care Division,There should be a box were you can explain the reason you have given a certain answer.
Community Care Division,Things seem to be improving.  Better managers.  Better culture.
Community Care Division,Think we should be given the choice of working from home.  Pro are get more work done at home and less time travelling to office.  Sickness levels are down as you can just work from home if you have an off day when you just don't feel well.
Community Care Division,"This is a mental health trust that has acquired a large number of physical health services.  I feel the organisation focuses more on the mental health side.  They have built several new mental health buildings whilst they shunt the health staff from one worn out building to another.  We have been allocated smaller working spaces each and every time we have been moved.  My team in particular has been moved [number removed] times in the last [timeframe removed].  We used to be one large cohesive team but now we are all either working from home or locations that mean we cannot be together.  I am extremely unhappy.  The trust is scrutinising us on KPIs and the band 8s and above have no idea how complex our work is with extremely complex and challenging patients.  I am not really a [job title removed] anymore, I am a case manager and this is not what I joined the NHS for in the first place.  Our immediate band 8s are under such pressure.  One of them left their post after only [timeframe removed] stating that the role was impossible to do for one person.  They were replaced by another, who is saying the exact same thing.  How is that effective for the rest of the team?  .  Merseycare is too big of an organisation and before long something serious will happen with the physical health side of it because, largely due to the trust focusing on their mental health side.  And now job planning - basically a way of managers to tell us that we have to see x amount of patient in a day and x amount of new patients in a week.  This is not a caring organisation, this is a dictatorship!"
Community Care Division,"This is the worst trust I have ever worked for in my [timeframe removed] of service within the NHS.  They have no regard for staff health/well being, they have continually lied to us face to face.  As soon as I can find another job I will leave."
Community Care Division,This organisation has poor management and recruitment process;.  This organisation most of the time listen but has no actions or ignore suggestions from team leads regarding staffing and pressure on the workload.  Poor communication from Band 8's and above with clinical staff.  All services are understaffed.  Staff are leaving and no staff given to replace missing space.
Community Care Division,This survey is more like a snap shot rather than a reflection of overall working life.  Currently we are extremely short staffed so feeing lots of extra pressure but if I had completed this survey a few months ago I think I would have had a lot more positive responses.
Community Care Division,This survey is quite time consuming to complete.
Community Care Division,"Tier of middle management who appear to be ""micro managing"" well functioning teams.  Members of the team have been re-deployed to help other services which has often put the team under pressure with an impact to team and service."
Community Care Division,Too many new mandatory courses being added which are either irrelevant to my role or long winded and time consuming which I find difficult to complete while doing a stressful job with 50% of our staff roles not filled.
Community Care Division,"Too much emphasis on KPI's.  Patient are not seen as people but rather figures by senior management.  Following a re-structure, the job seems to 'big' for the manager and we do not get adequate supervision.  Senior management do not understand what the 'teams and workers' do - they can be unrealistic when delegating.  Mersey care is a truly miserable place to work!"
Community Care Division,Too much paper work.
Community Care Division,Top down management approach is all too evident.
Community Care Division,Trust to be more supportive with team and acknowledge our work ethics and reasoning to improve service.
Community Care Division,"Unable to complete my masters through the trust as I do not have a [details removed] despite having a degree, CPD at level [number removed] and [timeframe removed] experience.  Unable to self fund as I am [details removed]."
Community Care Division,"Under paid, undervalued, management trying to dodge giving us back pay for a role which has changed drastically over a long time."
Community Care Division,"Unrelenting and unrealistic targets are driven from community division leaders who don't seem to understand or demonstrate the needs of the population that the team is serving.  Data driven dogma reduces clinical quality, affects clinical decision making - leading to local team managers feeling under pressure to push staff to do more with less time - due to needing to attend to patients with more complexity alongside staffing shortages.  Over last 12 months I have experienced pressures of ""see more people quickly"" - leading to messages of ""discharge quickly"" and watering down clinical offer.  Working at speed, offering reduced /less effective clinical intervention and discharging quickly are the elements that appear to be valued by senior community division managers with the organisation.  Some of the changes around safety/risk planning seem to be cumbersome and serve a ""tick box"" without any care being shown to patients or staff - but is carried under the guise of improving quality..  No exit interviews for those staff who move departments within the organisation misses vital information as to why someone may be leaving, no patterns/themes are investigate.  I'm aware of 8-9 senior staff who have left one IAPT service, myself included, due to bullying behaviour from a senior staff member - but people are too fearful of losing their jobs to raise concerns.  Its felt those senior staff are simply delivering what more senior managers in the service want regarding targets."
Community Care Division,Very good survey.
Community Care Division,Very recently under a new team leader and have positive hopes for a better team now.
Community Care Division,Very unsettling for the team when staff members are continually being moved to help others for long periods of time.  Makes our service feel very undervalued and not appreciated.  Staff morale is at an all time low staff in the service are feeling very deflated over the way team members are moved.  There is a lot of anxiety in the team about potentially being asked to move at very short notice.
Community Care Division,"We acknowledge this every year, it feels disrespectful for our profession to be classed as 'other AHP' when some are listed."
Community Care Division,We are and always have been understaffed.
Community Care Division,"We are encouraged to innovate and develop new ways of working, but the approval process is long and arduous, we have to submit to senior leadership team in place and then to CCAG and this slows down any new ways of working being launched.  Could there be a quicker process that is less daunting for staff at local level?  We would also like more support with obtaining patient feedback through patient stories and coproduction of services.  Service specs are outdated and need reviewed with opportunities for new service provision and funding opportunities.  There is a disconnect between Operational Leadership teams and those working in more patient safety and quality roles at times.  Lack of admin support also impacts on clinical time spent typing minutes, organising meetings, updating action planners, booking follow up appointments.  Clinical staff do a lot of admin and there is a lot of delegation of work to clinical team from Operations team at times, again impacting on clinical time.  Too much focus on KPIs for response times which are different across teams.  Otherwise there is a really positive culture, staff are respectful to each other and thank each other.  There is a big focus on patient safety.  I really enjoy working at Mersey Care."
Community Care Division,"We are expected to attend far too many unnecessary meetings, this eats into precious clinical time and results in staff having to do extra work in their own time to catch up."
Community Care Division,We are just too overworked.  Increased workload in community nursing but no extra resources put in.  It is too tiring and not enough work/life balance.  I work until late at night and on days off/annual leave days.
Community Care Division,"We are under a lot of pressure because of very high numbers of referrals in to our service and insufficient clinicians to provide the treatment.  There is no cover for colleagues on maternity leave, or colleagues who are off with long term sickness.  Staff who leave are not replaced.  Management and non clinical staff have suggested that we look at ""new ways of working"", when really the solution is to ensure we have appropriate staffing levels.  The staff who are in work are at risk from stress and burn out."
Community Care Division,"We continue to tolerate individuals who are in their position due to their gift of the gab rather than operational or clinical merit, and this is frustrating to watch.  These individuals seem to then get away with recruiting individuals whose faces fit, rather than the most appropriate candidate.  What we tolerate, we promote.  It's a shame because there are some really hard working members of staff who don't get the same recognition.  Also we need to be unafraid to get rid of the coasters - we're not very good at performance managing individuals when they get beyond an 8A - and MARS feels like a reward for them!"
Community Care Division,"We have experienced many changes over recent years, some we have not been consulted on, yet we have not seen the benefit of most of these changes.  When we raise concerns, we are not listened to.  The Management changes that were made, which we were not consulted on, has resulted in a loss of support for the Team and we are now seeing staff leave.  Management over rely on our Team to support others, yet the support is not reciprocal."
Community Care Division,We have far to many meetings and mandatory training.
Community Care Division,We have recently changed to the 8-8 model.  This has added additional stress within the team.  Having to change base at 5pm till 8pm there is also not enough staff so sometimes your the only 8-8 in your team.  It would work much better if there was always 2 staff members working until 8pm and you could remain at your own base where we feel much safer.  We was told we could split our 1 hour break to two 30 mins but we weren't able to take it at a certain time 8pm is far too late to eat tea if I was able to take my break at 5-5: 30 I'd be able to have my tea at a more reasonable time.
Community Care Division,We have very little input from anyone above their level so it can sometimes feel like MSK work in their own silo within the trust.  I feel very privileged to work in this MSK team and I'm very grateful for all that they do for the team.  We've also recently had a much bigger presence and input from some management which has also been really appreciated and they've been able to provide information as to how we fit into the bigger Mersey care picture.
Community Care Division,"We need an ongoing, recruitment programme, incentives to retain staff.  More inhouse training to continue with knowledge/development.  Value staff that have been with organisation for long time.  Time to complete mandatory training,.  Cascading of important information.  Sometimes feels like 'Open University'.  Liaise with AED for opportunities with training which will benefit, WIC'S/AED'S."
Community Care Division,What happened to the word team.  Teams are meant to work together and be proud of what they do.
Community Care Division,What is the point of commenting as nothing will happen/change.
Community Care Division,When I experienced bullying/harassment it was in a previous position not the current team I am in now.  That is why I left my previous position.  The team leader witnessed it but nothing was done to prevent it from happening again.
Community Care Division,When I pressed yes for have I seen any near misses in the last month Patients have come in with wrong blood forms from GPs.
Community Care Division,"When this asks about managers I do not mean my line manager, my line manager is fantastic, we have been taken over by Mersey Care, since this takeover we have lost most of our staff, we have lots of staff sickness, and the rest of us are looking for other jobs, out of Mersey Care.  Mersey Care are horrendous to work for, they do not care what you are saying how you are feeling, they burn you out.  Far too many managers, it angers me so much, no budget for pay rises especially low paid, however pay these managers who do not even know your job to know how to help, yet they sit day in and day out on teams meetings discussing how to get more work out of you.  Filling out this survey will not do a single thing either!  Maybe you will all go on a teams meeting."
Community Care Division,"While I feel that my immediate team are very supportive and value our work.  We have undergone changes over the past two years which include reduction of office space/ facilities.  As community staff we are rotated across the city and some teams do not have a base local to the areas they cover.  When working on these teams and under pressure to hit target numbers of patient visits per day we do not have time during a 30 minute lunch break to travel to a health centre that the team use, eat lunch, use facilities and be on time for afternoon appointments.  We need a central base in Liverpool as V7 is in Prescot and out of area for the Liverpool teams.  I have days when I have to eat lunch at supermarket cafes and use their toilet facilities.  Write notes on my laptop in my car.  Which does not feel professional or well supported by the Trust to do my job.  There have been recent incidents of several patients referred for home visits who have weapons such as guns, knives, cross bows and samurai swords in their home.  Through team leads escalating these incidents we have learned more about Weapons in the community policies.  However, it has become clear that other teams within the organisation such as District nurses already knew these patients and had Alerts on their EMIS domain.  The Alerts were not shared across the organisations with all teams who carry out home visits.  It has also been unclear if we have to go to see these patients or are allowed to decline home visits and recommend they attend clinics with more support and security for staff.  There have been a lot of conversations about it and a learning curve for the team.  However, support from senior management, processes to follow and decisions on home visits and how staff feel has been unclear.  Thankfully there has not been an aggressive incident and no one has been harmed.  However, more support and guidance would make staff feel better regarding their roles."
Community Care Division,"Whilst going through consultation.  I feel that not enough information is being given, causing anxiety and stress."
Community Care Division,"Whilst I have the opinion that staff working on the 'shop floor' are happy within their teams and work with pts.  And feel supported by their leadership teams, staff at Operational manager level in our place feel that our wings have been clipped since moving into Mersey Care.  There is a lack of autonomy which is extremely frustrating and slows progress down to a snails pace.  It feels like there are far too many processes in place and hurdles to jump over to make changes.  Simple changes to process can take months to be approved and put into place."
Community Care Division,"Why is no effort made, none at all, to retain staff?  I have suggested several times to different senior management a study be made from the initial advert for a role, to sorting through suitable candidates to initial interview and possible second interview to commencing the role then uniforms, equipment, training etc the costs from the start to becoming ready to fulfil the role.  After all that they leave before 12 months have passed, yet no one asks why?  What can we do?  What can we put in place for you consider staying and for the staff who do stay, why are we supposed to continue year after year in putting up and coping with being always short staffed, picking up shifts on our days off to cover the team to ensure our patients are seen as scheduled, eventually reaching burn out, Yes its real!  But no one ever wants to sort this problem out, we are continually given lip service, borrowing someone from another team, which then leaves them stretched.  I believe this is a suck it up problem which I may add has been going on for the almost [number removed] years I have been in my role.  Only things which do appear to change is the new roles invented for 'the suits' so top heavy, pity the lower level staff don't have this luxury.  You did ask!"
Community Care Division,"Within my current team, a lot of us have young children.  It is really difficult at times due to management not being flexible, meanwhile our current team leader takes their children to school during working hours and nothing is said.  Also, we are now being told when we can and cant use our annual leave.  Currently under threat that we may not get time of in August summer holidays 2025.  We work really hard all year to then be told we cannot have time off with our children during summer holidays.  We have been told we are only allowed x2 band 5 nurses off at once, when there is 17 of us within our team.  Whilst our manager takes all the half terms off as they apparently is not counted in our numbers.  This is causing a lot of staff members to be considering leaving."
Community Care Division,"Within the Liverpool Adult community physiotherapy team, the team leads do not and have not for the past 12 months received any clinical supervision despite carrying very complex caseloads.  I felt very unsupported and disappointed with the senior leadership team response to a recent incident when a direct threat was made by a patient to a member of my team.  This patient had a variety of weapons in their home and had made a direct threat to a staff member.  This was reported/escalated via the correct channels.  We were advised to return to this patient's home to deliver their physiotherapy treatment by a number of senior managers despite the threat to staff safety that had been highlighted.  This was an incredibly frustrating and concerning response from senior management and we were made to feel that staff safety is not the Trust's priority.  The senior leadership team are so far removed from us as clinicians and the service that we deliver in patient's homes, that they are giving dangerous advice that if followed could have put staff at risk of physical harm.  Our current operational lead has a role that is completely unmanageable, managing too may teams.  As a result tasks such as occupational health referrals for staff are not being completed."
